time,q0,q1,q2,q3,q4,q5,q6,q8,q9,q10,q11,q12,q13,q14,lh_index_mcp_pitch,lh_middle_mcp_pitch,lh_ring_mcp_pitch,lh_pinky_mcp_pitch,lh_thumb_cmc_yaw,lh_thumb_cmc_pitch,rh_index_mcp_pitch,rh_middle_mcp_pitch,rh_ring_mcp_pitch,rh_pinky_mcp_pitch,rh_thumb_cmc_yaw,rh_thumb_cmc_pitch
0.280000000,0.026253459,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.026253459,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.327605700,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.300000000,0.028107197,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.028107197,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.370389941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.320000000,0.029956497,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.029956497,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.414589803,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.340000000,0.031801066,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.031801066,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.459932782,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.360000000,0.033640614,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.033640614,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.506139321,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.380000000,0.035474850,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.035474850,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.552924543,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.400000000,0.037303483,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.037303483,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.600000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.420000000,0.039126226,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.039126226,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.647075457,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.440000000,0.040942790,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.040942790,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.693860679,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.460000000,0.042752889,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.042752889,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.740067218,0.000462578,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.480000000,0.044556237,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.044556237,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.785410197,0.004158926,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.500000000,0.046352549,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.046352549,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.829610059,0.011528832,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.520000000,0.048141541,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.048141541,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.872394300,0.022526858,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.540000000,0.049922932,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.049922932,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.913499139,0.037085198,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.560000000,0.051696438,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.051696438,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.952671151,0.055114096,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.580000000,0.053461782,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.053461782,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.989668829,0.076502396,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.600000000,0.055218683,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.055218683,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.024264069,0.101118233,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.620000000,0.056966864,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.056966864,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.056243579,0.128809841,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.640000000,0.058706050,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.058706050,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.085410197,0.159406494,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.660000000,0.060435965,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.060435965,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.111584099,0.192719553,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.680000000,0.062156337,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.062156337,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.134603915,0.228543630,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.700000000,0.063866894,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.063866894,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.154327720,0.266657860,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.720000000,0.065567365,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.065567365,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.170633910,0.306827255,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.740000000,0.067257482,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.067257482,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.183421952,0.348804157,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.760000000,0.068936979,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.068936979,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.192613004,0.392329766,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.780000000,0.070605590,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.070605590,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.198150400,0.437135730,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.800000000,0.072263051,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.072263051,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.200000000,0.482945807,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.820000000,0.073909101,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.073909101,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.198150400,0.529477562,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.840000000,0.075543480,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.075543480,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.192613004,0.576444111,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.860000000,0.077165930,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.077165930,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.183421952,0.623555889,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.880000000,0.078776194,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.078776194,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.170633910,0.670522438,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.900000000,0.080374019,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.080374019,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.154327720,0.717054193,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.920000000,0.081959152,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.081959152,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.134603915,0.762864270,0.001849600,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.940000000,0.083531342,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.083531342,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.111584099,0.807670234,0.007386996,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.960000000,0.085090342,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.085090342,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.085410197,0.851195843,0.016578048,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.980000000,0.086635906,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.086635906,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.056243579,0.893172745,0.029366090,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.000000000,0.088167788,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.088167788,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,1.024264069,0.933342140,0.045672280,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.020000000,0.089685747,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.089685747,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.989668829,0.971456370,0.065396085,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.040000000,0.091189545,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.091189545,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.952671151,1.007280447,0.088415901,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.060000000,0.092678942,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.092678942,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.913499139,1.040593506,0.114589803,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.080000000,0.094153704,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.094153704,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.872394300,1.071190159,0.143756421,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.100000000,0.095613598,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.095613598,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.829610059,1.098881767,0.175735931,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.120000000,0.097058394,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.097058394,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.785410197,1.123497604,0.210331171,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.140000000,0.098487863,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.098487863,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.740067218,1.144885904,0.247328849,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.160000000,0.099901780,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.099901780,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.693860679,1.162914802,0.286500861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.180000000,0.101299921,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.101299921,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.647075457,1.177473142,0.327605700,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.200000000,0.102682066,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.102682066,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.600000000,1.188471168,0.370389941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.220000000,0.104047996,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.104047996,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.552924543,1.195841074,0.414589803,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.240000000,0.105397495,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.105397495,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.506139321,1.199537422,0.459932782,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.260000000,0.106730352,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.106730352,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.459932782,1.199537422,0.506139321,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.280000000,0.108046354,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.108046354,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.414589803,1.195841074,0.552924543,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.300000000,0.109345294,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.109345294,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.370389941,1.188471168,0.600000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.320000000,0.110626968,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.110626968,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.327605700,1.177473142,0.647075457,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.340000000,0.111891172,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.111891172,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.286500861,1.162914802,0.693860679,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.360000000,0.113137707,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.113137707,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.247328849,1.144885904,0.740067218,0.000462578,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.380000000,0.114366377,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.114366377,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.210331171,1.123497604,0.785410197,0.004158926,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.400000000,0.115576986,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.115576986,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.175735931,1.098881767,0.829610059,0.011528832,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.420000000,0.116769345,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.116769345,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.143756421,1.071190159,0.872394300,0.022526858,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.440000000,0.117943265,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.117943265,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.114589803,1.040593506,0.913499139,0.037085198,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.460000000,0.119098560,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.119098560,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.088415901,1.007280447,0.952671151,0.055114096,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.480000000,0.120235048,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.120235048,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.065396085,0.971456370,0.989668829,0.076502396,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.500000000,0.121352549,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.121352549,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.045672280,0.933342140,1.024264069,0.101118233,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.520000000,0.122450888,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.122450888,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.029366090,0.893172745,1.056243579,0.128809841,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.540000000,0.123529890,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.123529890,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.016578048,0.851195843,1.085410197,0.159406494,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.560000000,0.124589385,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.124589385,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.007386996,0.807670234,1.111584099,0.192719553,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.580000000,0.125629206,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.125629206,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.001849600,0.762864270,1.134603915,0.228543630,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.600000000,0.126649189,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.126649189,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.000000000,0.717054193,1.154327720,0.266657860,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.620000000,0.127649172,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.127649172,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.000000000,0.670522438,1.170633910,0.306827255,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1.640000000,0.128628998,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,-0.128628998,0.000000000,0.000000000,1.050000000,0.000000000,0.000000000,0.000000000,0.000000000,0.623555889,1.183421952,0.348804157,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
